64733.00	36378.00	4863.00	27137.00	4900.00	30818.00	5354.00	11827.00	40000.00	7102.00	-2663.00	32195.00	13263.00	38722.00	30569.00	34675.00	6421.00	21532.00	22755.00	72425.00	1016.00	8051.00	30815.00	6739.00	-22864.00	4516.00	243.00	1372.00	-4210.00
49279.00	38807.00	5813.00	21187.00	2200.00	17229.00	2884.00	4221.00	31000.00	8291.00	6658.00	24881.00	11134.00	34315.00	27086.00	6030.00	2078.00	14707.00	15798.00	29714.00	783.00	12.00	38005.00	10217.00	11714.00	8113.00	570.00	4599.00	7722.00
42194.00	30554.00	4338.00	21662.00	2900.00	8301.00	3073.00	-1362.00	33000.00	5846.00	20033.00	19402.00	10984.00	34968.00	17687.00	8110.00	2764.00	8101.00	17745.00	66460.00	1026.00	288.00	27520.00	11754.00	59978.00	597.00	473.00	-11764.00	-17670.00
50071.00	27955.00	2989.00	18011.00	4500.00	20579.00	6255.00	2150.00	42000.00	4260.00	26197.00	25734.00	20750.00	48963.00	29196.00	13604.00	3939.00	11830.00	15684.00	2682.00	1529.00	2776.00	18967.00	15078.00	-25705.00	1927.00	7579.00	-15624.00	34908.00
96240.00	42992.00	3609.00	47391.00	9900.00	26900.00	22834.00	5744.00	75000.00	17609.00	103974.00	73995.00	37306.00	47342.00	42326.00	17906.00	6019.00	30445.00	26282.00	55316.00	1647.00	186825.00	16471.00	14116.00	50230.00	-2645.00	42454.00	-708.00	39466.00
196106.00	79483.00	13100.00	105900.00	30000.00	46920.00	76103.00	-14876.00	180000.00	22985.00	148628.00	256164.00	79940.00	92401.00	62492.00	-9104.00	10036.00	73753.00	48456.00	-32649.00	808.00	173782.00	12374.00	12400.00	13015.00	-10001.00	29520.00	51115.00	12933.00
433066.00	169246.00	22232.00	199778.00	49000.00	162755.00	148870.00	-29110.00	398000.00	-3406.00	209699.00	481820.00	185283.00	170954.00	105193.00	-18114.00	38518.00	161990.00	122181.00	-305776.00	485.00	0.00	-24830.00	13895.00	23084.00	-15376.00	0.00	42386.00	18160.00
1001772.00	523222.00	74941.00	458887.00	95000.00	310112.00	195277.00	46039.00	507600.00	27245.00	299269.00	599420.00	175690.00	466440.00	205098.00	99007.00	115164.00	359413.00	258952.00	148684.00	435.00	0.00	15805.00	5507.00	25601.00	13720.00	0.00	13736.00	26751.00
718018.00	482421.00	54853.00	336429.00	37000.00	170602.00	108749.00	93609.00	430900.00	33584.00	290821.00	325871.00	156412.00	422804.00	163781.00	294285.00	61757.00	277620.00	165855.00	478120.00	1234.00	885.00	53356.00	4978.00	61237.00	19910.00	6.00	55053.00	89419.00
229194.00	157343.00	18224.00	133546.00	10000.00	49539.00	47215.00	26949.00	177600.00	2453.00	79559.00	65357.00	91072.00	103064.00	77496.00	187766.00	19757.00	97724.00	128685.00	218244.00	2251.00	38762.00	45796.00	6317.00	27072.00	-26359.00	111.00	33461.00	54687.00
116369.00	74996.00	9575.00	70663.00	4000.00	35538.00	30176.00	694.00	54500.00	7165.00	26735.00	31784.00	37632.00	70122.00	42707.00	71432.00	6992.00	49311.00	73362.00	141661.00	1430.00	28827.00	36585.00	6899.00	-53320.00	-6679.00	233.00	37763.00	8711.00
92511.00	64260.00	8749.00	46451.00	5600.00	13234.00	16771.00	6757.00	44300.00	4952.00	7455.00	33334.00	11660.00	48834.00	33406.00	48534.00	4695.00	47900.00	49514.00	19895.00	2680.00	0.00	881.00	5654.00	-13438.00	14618.00	194.00	-3844.00	122259.00
59764.00	28615.00	5481.00	27519.00	5100.00	23914.00	225.00	7642.00	34000.00	928.00	-1185.00	20695.00	8080.00	34542.00	27858.00	27691.00	4703.00	33100.00	17091.00	11704.00	2535.00	0.00	6100.00	7253.00	9506.00	20319.00	477.00	-5403.00	47591.00
46132.00	19486.00	5584.00	20416.00	1700.00	32794.00	4066.00	-8088.00	17000.00	-337.00	10368.00	13547.00	3629.00	23346.00	24621.00	-1906.00	2357.00	23600.00	15961.00	13854.00	1367.00	0.00	44577.00	11478.00	39881.00	2288.00	3521.00	-5137.00	-19171.00
52790.00	38169.00	3867.00	21133.00	2700.00	31520.00	6986.00	6015.00	17000.00	322.00	19967.00	11910.00	2085.00	17604.00	17745.00	-6698.00	3094.00	25300.00	22636.00	-17953.00	1238.00	17337.00	34940.00	18786.00	25580.00	-56042.00	6002.00	-15404.00	-36912.00
40479.00	39509.00	4084.00	17916.00	3900.00	31709.00	10053.00	11170.00	18000.00	-771.00	27190.00	15871.00	1218.00	18989.00	13997.00	-6268.00	3215.00	44100.00	48872.00	36310.00	3401.00	10173.00	28879.00	16172.00	61005.00	-39983.00	10816.00	-16948.00	9896.00
62629.00	50442.00	4530.00	31470.00	7000.00	48303.00	29886.00	27990.00	45000.00	7710.00	61696.00	39989.00	16264.00	26355.00	24988.00	-2313.00	6036.00	119000.00	46380.00	11407.00	3166.00	9574.00	27021.00	15608.00	46348.00	19959.00	75565.00	-20255.00	32599.00
127924.00	111101.00	11561.00	80439.00	23000.00	64312.00	98465.00	10731.00	95000.00	15722.00	74345.00	116275.00	21300.00	38549.00	41771.00	-10804.00	8420.00	179000.00	33355.00	-99242.00	1638.00	1597.00	-4463.00	13332.00	-5309.00	30496.00	29483.00	7194.00	1780.00
244207.00	156796.00	18335.00	116675.00	30000.00	81956.00	77704.00	27036.00	218000.00	3740.00	56301.00	242249.00	68811.00	74490.00	67373.00	-1778.00	11888.00	185000.00	73012.00	-156181.00	964.00	443.00	-37535.00	14986.00	-62172.00	16288.00	55.00	26108.00	66861.00
528043.00	333728.00	42651.00	204977.00	45000.00	115836.00	74881.00	59751.00	294200.00	25147.00	138756.00	275354.00	75804.00	193201.00	96894.00	72211.00	57377.00	249629.00	132525.00	-93605.00	686.00	4395.00	28847.00	5947.00	17759.00	18442.00	12.00	53245.00	68824.00
237460.00	207356.00	26706.00	116176.00	13000.00	60916.00	34496.00	37850.00	197000.00	28971.00	86980.00	125107.00	73681.00	130296.00	64987.00	113384.00	29769.00	134974.00	133638.00	71536.00	1998.00	102.00	52116.00	5409.00	60623.00	50186.00	5.00	66107.00	99954.00
144038.00	111947.00	13453.00	92717.00	8000.00	10200.00	22671.00	19278.00	138800.00	9856.00	55651.00	40358.00	62967.00	56755.00	49357.00	116681.00	14435.00	167344.00	91932.00	-108963.00	4372.00	13532.00	54395.00	7146.00	65552.00	32425.00	57.00	33619.00	65870.00
69132.00	52259.00	10515.00	34123.00	4500.00	32913.00	17784.00	9648.00	46300.00	6795.00	25620.00	20937.00	29484.00	36462.00	28009.00	33765.00	5675.00	44900.00	58807.00	30460.00	1821.00	45409.00	47676.00	6878.00	-13465.00	42806.00	63.00	50462.00	58080.00
54734.00	35171.00	6962.00	29038.00	3000.00	37787.00	32360.00	-943.00	40000.00	76.00	31464.00	22695.00	11839.00	43097.00	31080.00	41187.00	3098.00	40400.00	35503.00	-14921.00	1726.00	4825.00	11333.00	5151.00	80008.00	-8319.00	127.00	38532.00	-21540.00
46300.00	44102.00	4806.00	21194.00	4300.00	29025.00	19096.00	8062.00	25000.00	-1174.00	12368.00	18202.00	5685.00	27811.00	23982.00	16595.00	2256.00	24100.00	24842.00	39155.00	956.00	26778.00	30543.00	6691.00	38578.00	10093.00	254.00	-19027.00	-2762.00
41728.00	44089.00	6639.00	20361.00	2200.00	42340.00	14520.00	-2102.00	6000.00	5171.00	11512.00	9877.00	2367.00	14951.00	14181.00	-14779.00	3218.00	18300.00	27672.00	43900.00	570.00	1398.00	52496.00	10147.00	13411.00	21644.00	578.00	-29721.00	-39.00
47445.00	46735.00	4956.00	20044.00	3300.00	32242.00	12258.00	7380.00	27000.00	-2670.00	21034.00	14894.00	5950.00	28998.00	23207.00	3253.00	3448.00	35100.00	31615.00	12800.00	737.00	1808.00	44737.00	11706.00	60866.00	33045.00	471.00	-29163.00	55930.00
36981.00	29905.00	3498.00	17502.00	4000.00	29733.00	10948.00	2878.00	20000.00	-800.00	37972.00	13585.00	3402.00	26901.00	12700.00	-18414.00	3222.00	20700.00	38009.00	24736.00	1420.00	0.00	19174.00	15434.00	48006.00	40787.00	11966.00	-22162.00	39161.00
53003.00	40508.00	4621.00	34379.00	7100.00	23533.00	27850.00	4446.00	89000.00	27900.00	93505.00	84917.00	44293.00	50399.00	51153.00	58370.00	6644.00	109000.00	42149.00	-89049.00	1723.00	11655.00	17042.00	13971.00	15908.00	78620.00	68919.00	-26399.00	63671.00
94156.00	77648.00	9693.00	83307.00	23000.00	40584.00	152239.00	-36518.00	126000.00	27651.00	92783.00	165236.00	49893.00	54867.00	49110.00	-11989.00	8083.00	261000.00	41939.00	-188190.00	978.00	68735.00	15172.00	12182.00	31297.00	55562.00	28950.00	-12137.00	49104.00
365065.00	332140.00	31940.00	329070.00	79000.00	218555.00	318719.00	-7491.00	360000.00	2585.00	192947.00	472119.00	144433.00	185273.00	113079.00	-63247.00	44689.00	365300.00	164220.00	-299099.00	403.00	0.00	-58853.00	13519.00	14556.00	47150.00	43.00	6969.00	35097.00
1492179.00	627566.00	83716.00	473112.00	98000.00	288483.00	181781.00	4803.00	653800.00	38108.00	314893.00	766060.00	202830.00	535168.00	230581.00	175022.00	131211.00	449955.00	247355.00	208631.00	262.00	11463.00	28834.00	5338.00	35492.00	31664.00	22.00	14086.00	52588.00
564560.00	408244.00	56685.00	270697.00	31000.00	109827.00	128828.00	6237.00	375100.00	35524.00	113268.00	303486.00	162235.00	294512.00	155108.00	299802.00	49472.00	152337.00	256964.00	336033.00	1453.00	2373.00	53707.00	5013.00	107349.00	60524.00	22.00	61189.00	50368.00
199280.00	165224.00	19405.00	105565.00	9000.00	66083.00	56112.00	8738.00	182800.00	23064.00	80467.00	62591.00	102624.00	125758.00	71990.00	117057.00	23260.00	224482.00	241495.00	-4573.00	3602.00	40461.00	-6129.00	6624.00	-109121.00	32390.00	51.00	55773.00	58835.00
154107.00	91963.00	18355.00	130783.00	10000.00	-29424.00	36895.00	1432.00	142600.00	8356.00	36302.00	57560.00	64963.00	130191.00	64711.00	126826.00	13151.00	366400.00	188830.00	-87605.00	6642.00	34715.00	9414.00	6428.00	27504.00	34788.00	2.00	45378.00	19388.00
95330.00	61182.00	9649.00	62551.00	6000.00	22505.00	24397.00	-8098.00	45500.00	978.00	27197.00	32412.00	20808.00	53222.00	35480.00	35243.00	7908.00	66554.00	76925.00	4903.00	578.00	3878.00	25623.00	5606.00	963.00	-11365.00	99.00	32781.00	-29784.00
66070.00	36474.00	4904.00	27096.00	4300.00	53045.00	10184.00	517.00	40000.00	-3018.00	4593.00	27100.00	14675.00	38438.00	27867.00	27747.00	9605.00	40767.00	39312.00	20314.00	1008.00	9530.00	56800.00	7283.00	57609.00	12611.00	175.00	-29509.00	-21095.00
47527.00	40603.00	4386.00	22614.00	1900.00	68156.00	14847.00	-8218.00	6000.00	3553.00	15089.00	15600.00	5107.00	33343.00	9843.00	-9146.00	7700.00	34734.00	36621.00	27289.00	938.00	20.00	47654.00	11442.00	38632.00	16842.00	957.00	-3864.00	-26705.00
51775.00	47983.00	4386.00	20614.00	3200.00	53112.00	12904.00	2416.00	6000.00	12001.00	34537.00	9007.00	561.00	22852.00	6988.00	-30458.00	9000.00	42612.00	19321.00	-39489.00	1160.00	25.00	25639.00	18018.00	111209.00	-5548.00	3342.00	13571.00	-92890.00
40592.00	45500.00	4713.00	17287.00	3500.00	47305.00	13732.00	-1549.00	36000.00	2930.00	53410.00	17799.00	10929.00	34267.00	16334.00	-32785.00	11100.00	36939.00	59232.00	76330.00	1873.00	1171.00	15102.00	16731.00	68806.00	2746.00	5159.00	-25648.00	33288.00
114650.00	76352.00	6968.00	82032.00	17400.00	63013.00	67930.00	18390.00	175000.00	33611.00	158469.00	108466.00	59694.00	64303.00	61997.00	41641.00	44800.00	139723.00	52335.00	17097.00	2023.00	128.00	14077.00	15801.00	62132.00	15507.00	30874.00	-38715.00	54035.00
192236.00	112018.00	13854.00	161146.00	45400.00	67478.00	183623.00	-14769.00	130000.00	24179.00	99868.00	218954.00	60900.00	113159.00	76064.00	33407.00	46808.00	158355.00	63701.00	-55906.00	960.00	22867.00	307.00	15151.00	73842.00	42052.00	8139.00	-10835.00	88520.00
432027.00	336735.00	31778.00	286232.00	68900.00	213400.00	219717.00	2182.00	342100.00	-7418.00	146584.00	377300.00	121985.00	223833.00	121956.00	58552.00	86618.00	296042.00	126954.00	-186684.00	474.00	0.00	-26417.00	14161.00	9962.00	22480.00	5808.00	9642.00	42964.00
495871.00	352352.00	34431.00	251397.00	48500.00	152111.00	124793.00	49306.00	268400.00	16614.00	38204.00	210148.00	93751.00	130359.00	106681.00	123936.00	33389.00	212636.00	206685.00	152141.00	345.00	378.00	37054.00	5768.00	31407.00	21320.00	30.00	46390.00	12249.00
168640.00	180188.00	17958.00	86124.00	8300.00	112310.00	46510.00	29218.00	88800.00	8063.00	37829.00	57125.00	44157.00	47440.00	50868.00	59866.00	28193.00	65487.00	125094.00	110955.00	1192.00	196.00	2111.00	5410.00	87351.00	74533.00	5.00	70829.00	42339.00
103566.00	83116.00	9057.00	53013.00	15600.00	36610.00	24999.00	4444.00	72900.00	3560.00	30025.00	26390.00	36959.00	20580.00	38697.00	39959.00	14078.00	63802.00	50879.00	138397.00	2144.00	447.00	-15207.00	7176.00	59396.00	58726.00	60.00	32276.00	48058.00
91501.00	53570.00	9612.00	33226.00	3400.00	49760.00	22694.00	1393.00	32300.00	5923.00	19562.00	23482.00	25140.00	25777.00	29259.00	15556.00	17015.00	34148.00	60467.00	77214.00	1306.00	37591.00	43269.00	7161.00	-10137.00	26474.00	96.00	40986.00	-3151.00
61615.00	49115.00	6837.00	28363.00	2400.00	42257.00	35700.00	19490.00	56400.00	-1801.00	28583.00	22912.00	14540.00	36966.00	27044.00	19535.00	13808.00	74752.00	58489.00	19463.00	4344.00	37352.00	18511.00	6790.00	19184.00	-7183.00	218.00	41570.00	93030.00
53782.00	43946.00	4605.00	24395.00	3700.00	34616.00	13520.00	18586.00	39000.00	2725.00	2334.00	23403.00	10499.00	23612.00	21739.00	11980.00	5905.00	61239.00	24310.00	21873.00	2797.00	41747.00	26898.00	8712.00	75146.00	9331.00	552.00	-42415.00	-6530.00
40929.00	47523.00	4979.00	22021.00	2500.00	44124.00	11418.00	8866.00	21000.00	12814.00	10187.00	18017.00	3293.00	25818.00	15365.00	-13290.00	6200.00	59311.00	-2771.00	7618.00	1416.00	0.00	46720.00	13726.00	67101.00	16669.00	4211.00	-10171.00	-7982.00
43131.00	39476.00	4984.00	21016.00	2900.00	39610.00	9317.00	4606.00	47000.00	421.00	33906.00	16169.00	8115.00	27104.00	15618.00	-5008.00	13800.00	38838.00	16642.00	-10271.00	2635.00	11.00	36182.00	22067.00	99622.00	19070.00	7275.00	-27478.00	-176536.00
41643.00	33873.00	3524.00	17476.00	4500.00	44511.00	12104.00	3409.00	56000.00	-3961.00	50350.00	20754.00	14712.00	29852.00	24050.00	-649.00	10900.00	52036.00	38803.00	28710.00	2455.00	296.00	36367.00	26893.00	60360.00	10633.00	12340.00	-43383.00	32965.00
57967.00	59592.00	4372.00	31628.00	7000.00	89387.00	56146.00	21958.00	97000.00	6328.00	93410.00	60804.00	36022.00	32114.00	36930.00	23715.00	10100.00	118296.00	59584.00	-242.00	3288.00	251.00	23077.00	23521.00	65370.00	8564.00	66894.00	-69932.00	30909.00
107070.00	74298.00	6174.00	103826.00	27000.00	13962.00	121106.00	956.00	45000.00	498.00	36640.00	123326.00	18500.00	28701.00	50941.00	24677.00	9708.00	254590.00	44989.00	-140147.00	1640.00	0.00	42229.00	29888.00	23031.00	22159.00	32072.00	-47705.00	-3504.00
505588.00	280125.00	34843.00	295167.00	71000.00	237033.00	214879.00	27859.00	32900.00	10399.00	79153.00	364002.00	54311.00	131443.00	102063.00	6708.00	38918.00	463704.00	189353.00	-214811.00	986.00	6618.00	-21562.00	25958.00	27710.00	-12278.00	52.00	25723.00	-35932.00
720399.00	393357.00	68639.00	384289.00	79400.00	152348.00	150495.00	83959.00	266500.00	1762.00	201572.00	339430.00	105484.00	231917.00	126084.00	38065.00	50689.00	505255.00	233571.00	-8873.00	746.00	566.00	32277.00	10076.00	77735.00	22179.00	14.00	40973.00	-57213.00
336010.00	251235.00	42337.00	216945.00	25100.00	81398.00	69330.00	85840.00	187900.00	2806.00	87946.00	117282.00	52605.00	97779.00	79880.00	75132.00	22893.00	210213.00	180624.00	130529.00	1511.00	155.00	60414.00	6470.00	74635.00	1143.00	6.00	80901.00	-14733.00
140938.00	92822.00	14842.00	96228.00	7800.00	33368.00	31918.00	21783.00	102400.00	-1518.00	51106.00	30563.00	33116.00	36115.00	43228.00	30946.00	20378.00	127961.00	132782.00	-30161.00	3024.00	307.00	-3798.00	8590.00	21855.00	9154.00	61.00	10412.00	22220.00
83611.00	56938.00	11649.00	56189.00	4700.00	30029.00	23840.00	3871.00	40600.00	3535.00	26176.00	17158.00	19199.00	12991.00	29661.00	1568.00	11315.00	90548.00	114868.00	-44799.00	2089.00	7602.00	45619.00	8900.00	50622.00	17140.00	71.00	-9254.00	41496.00
88882.00	96684.00	14694.00	105506.00	12000.00	26985.00	103754.00	24503.00	46100.00	4316.00	28173.00	32579.00	23746.00	49368.00	33566.00	18200.00	22008.00	67791.00	112457.00	226692.00	6094.00	3310.00	10186.00	8766.00	71118.00	35818.00	259.00	25063.00	-17702.00
54486.00	43461.00	6696.00	39304.00	5500.00	37524.00	20423.00	12656.00	34000.00	3876.00	17527.00	21688.00	13078.00	22970.00	21017.00	-589.00	3805.00	71761.00	5364.00	7508.00	1847.00	7848.00	39506.00	11404.00	21364.00	11423.00	659.00	24522.00	4428.00
40166.00	46510.00	6305.00	27695.00	3100.00	40840.00	12852.00	5572.00	27000.00	2251.00	7943.00	18461.00	6359.00	29703.00	20984.00	-11702.00	3700.00	46690.00	17731.00	881.00	1364.00	0.00	51511.00	24537.00	-3498.00	14489.00	5121.00	160.00	-1300.00
47237.00	45736.00	4052.00	24948.00	4200.00	30968.00	10594.00	4305.00	23000.00	-1278.00	20838.00	15341.00	4392.00	26966.00	19249.00	-2689.00	3100.00	42241.00	24250.00	-1409.00	3256.00	539.00	27102.00	28468.00	6843.00	-6381.00	8951.00	-21497.00	-16342.00
43409.00	31653.00	3400.00	21600.00	3700.00	29347.00	12377.00	10554.00	21000.00	-1238.00	33874.00	12058.00	2824.00	30042.00	14365.00	-9489.00	4000.00	39381.00	34278.00	-10098.00	3991.00	1851.00	14753.00	33110.00	22821.00	15406.00	16060.00	-19436.00	8124.00
49562.00	42909.00	4285.00	37715.00	7100.00	37736.00	36226.00	9612.00	35000.00	5651.00	33179.00	41789.00	14427.00	37923.00	33803.00	25037.00	6100.00	98485.00	43021.00	-61417.00	4586.00	0.00	7938.00	28059.00	12355.00	10227.00	101588.00	-33703.00	-10835.00
84179.00	63244.00	8789.00	104211.00	53200.00	-29622.00	144522.00	-32815.00	60000.00	17038.00	58422.00	122286.00	29252.00	40211.00	56820.00	6841.00	5708.00	243880.00	40911.00	-174669.00	2486.00	86512.00	-40985.00	36146.00	46444.00	-65848.00	51794.00	-47074.00	-53699.00
469364.00	398814.00	34103.00	328907.00	78800.00	426861.00	352771.00	437.00	162000.00	11126.00	105220.00	455609.00	86964.00	126630.00	120378.00	-41958.00	33318.00	438143.00	208296.00	-111631.00	1805.00	0.00	-43247.00	30525.00	7126.00	17061.00	160.00	234.00	-5212.00
1164973.00	570865.00	62529.00	395599.00	79500.00	386835.00	180894.00	45728.00	584100.00	26255.00	264252.00	636888.00	183933.00	396929.00	197439.00	101369.00	113289.00	410531.00	286537.00	62651.00	572.00	262.00	806.00	12713.00	8899.00	66009.00	271.00	-5174.00	-30523.00
617765.00	386645.00	45020.00	226962.00	24800.00	184796.00	89615.00	45258.00	416400.00	31165.00	88744.00	236885.00	91355.00	136249.00	106159.00	86269.00	30793.00	181875.00	150193.00	29288.00	2027.00	83.00	59763.00	8457.00	45674.00	71414.00	130.00	38945.00	5761.00
218221.00	162211.00	15671.00	87399.00	7400.00	82791.00	50220.00	12660.00	168800.00	10118.00	67098.00	56093.00	68139.00	60214.00	56879.00	66978.00	17578.00	104016.00	91285.00	-41399.00	3415.00	766.00	-1900.00	10587.00	23131.00	-7611.00	866.00	62032.00	43101.00
108734.00	59459.00	12504.00	45334.00	2700.00	44158.00	26921.00	4243.00	66500.00	6791.00	36525.00	25341.00	36742.00	38187.00	31263.00	4782.00	5115.00	79690.00	102295.00	-105742.00	3165.00	32847.00	52967.00	10964.00	-19356.00	-3441.00	359.00	19421.00	67183.00
92922.00	68921.00	10093.00	46907.00	6000.00	20495.00	37121.00	8981.00	53000.00	7453.00	41146.00	30779.00	14240.00	36342.00	26834.00	16110.00	23608.00	36232.00	55927.00	3162.00	2689.00	47251.00	2492.00	6169.00	-20621.00	24217.00	381.00	31696.00	-5048.00
53868.00	60387.00	5327.00	23673.00	4400.00	35834.00	33100.00	12471.00	45000.00	12715.00	22397.00	23895.00	10175.00	37167.00	27068.00	30186.00	11905.00	27102.00	28091.00	28305.00	1784.00	780.00	2296.00	7914.00	4728.00	7112.00	508.00	-45305.00	-4708.00
45820.00	45883.00	5704.00	22296.00	1500.00	36763.00	17474.00	-4400.00	61000.00	-6239.00	13858.00	13574.00	3544.00	24052.00	13908.00	-23998.00	2900.00	26794.00	13259.00	-8653.00	1147.00	2510.00	35378.00	12501.00	44349.00	14537.00	3667.00	-6339.00	-2701.00
45295.00	54887.00	3723.00	21277.00	2600.00	28779.00	15508.00	6971.00	33000.00	-170.00	22893.00	17144.00	8390.00	34464.00	24893.00	2005.00	2500.00	20626.00	16451.00	-7196.00	1280.00	594.00	19702.00	20468.00	27624.00	-15128.00	6125.00	-18251.00	-2746.00
37443.00	38937.00	3277.00	16723.00	3300.00	27414.00	18081.00	9860.00	26000.00	3558.00	30123.00	14450.00	6417.00	32972.00	18393.00	-5143.00	2800.00	24848.00	24872.00	-20289.00	2321.00	2246.00	20849.00	17716.00	60884.00	-28085.00	8824.00	-23378.00	4632.00
43405.00	45859.00	4055.00	25945.00	6200.00	32860.00	40515.00	9501.00	61000.00	10247.00	60321.00	42250.00	21433.00	30492.00	31196.00	1632.00	8400.00	65373.00	34357.00	-51700.00	3024.00	15202.00	10925.00	19850.00	56890.00	34152.00	30559.00	-19644.00	6631.00
178781.00	144554.00	9366.00	97634.00	28000.00	122548.00	222157.00	-82915.00	135000.00	27549.00	87398.00	236640.00	80745.00	101962.00	70810.00	37783.00	20108.00	141192.00	132878.00	37472.00	1441.00	2290.00	9719.00	24246.00	80825.00	8217.00	12257.00	8028.00	5162.00
452171.00	341949.00	31327.00	208683.00	51800.00	171747.00	244586.00	-58654.00	269300.00	4657.00	119790.00	376532.00	94274.00	168663.00	101270.00	-3249.00	74118.00	273273.00	146824.00	201712.00	865.00	0.00	-70824.00	17406.00	33097.00	-22770.00	10074.00	6183.00	235.00
454694.00	365228.00	35039.00	196389.00	40700.00	123751.00	152848.00	8857.00	523100.00	28560.00	104781.00	264506.00	77660.00	173625.00	90024.00	16438.00	43889.00	238565.00	145432.00	60901.00	516.00	132.00	-69876.00	6261.00	44475.00	7230.00	61.00	22896.00	-2611.00
223095.00	190952.00	21674.00	93208.00	10200.00	73128.00	69657.00	8179.00	361900.00	35819.00	45590.00	148506.00	101204.00	123457.00	71680.00	190302.00	28393.00	81765.00	134309.00	-28541.00	1531.00	3879.00	7270.00	5872.00	155665.00	66140.00	15.00	63412.00	-4.00
111851.00	88025.00	10243.00	66427.00	4600.00	23735.00	39141.00	-3027.00	156200.00	17017.00	41223.00	30870.00	57634.00	53435.00	37071.00	26549.00	17978.00	43310.00	117505.00	-64916.00	2663.00	73316.00	-1372.00	7778.00	-95084.00	11609.00	318.00	29029.00	4610.00
88371.00	67709.00	9115.00	52223.00	4100.00	33617.00	37124.00	208.00	80700.00	8571.00	33040.00	28165.00	37132.00	40537.00	35139.00	11864.00	15415.00	43674.00	81971.00	-7048.00	2135.00	17241.00	30152.00	7318.00	-13308.00	14663.00	67.00	40193.00	2844.00
89738.00	55797.00	8749.00	39251.00	5300.00	34279.00	29479.00	4612.00	57000.00	6092.00	39528.00	31721.00	13496.00	36287.00	28905.00	10581.00	4513.00	61156.00	68430.00	45438.00	1644.00	39259.00	7338.00	4196.00	2664.00	19299.00	199.00	-8509.00	87059.00
63309.00	45576.00	5062.00	32938.00	4200.00	30186.00	19753.00	13548.00	50000.00	1276.00	17605.00	26778.00	10669.00	46580.00	24666.00	18993.00	7409.00	64386.00	11652.00	43783.00	1538.00	353.00	28951.00	5450.00	21891.00	26140.00	213.00	-46809.00	-20126.00
