1906.00	18723760.00
1907.00	20892589.00
1908.00	11711022.00
1909.00	22198132.00
1910.00	14596645.00
1911.00	15650022.00
1912.00	18623405.00
1913.00	14536380.00
1914.00	21354813.00
1915.00	13623272.00
1916.00	20142885.00
1917.00	22942804.00
1918.00	15865937.00
1919.00	12651367.00
1920.00	22287631.00
1921.00	22526783.00
1922.00	18447196.00
1923.00	19024047.00
1924.00	13877797.00
1925.00	14430703.00
1926.00	15213730.00
1927.00	19539212.00
1928.00	16954335.00
1929.00	21829584.00
1930.00	14621040.00
1931.00	8474133.00
1932.00	17422186.00
1933.00	12183502.00
1934.00	6178190.00
1935.00	12630349.00
1936.00	14648871.00
1937.00	14306056.00
1938.00	18148319.00
1939.00	11164062.00
1940.00	9931656.00
1941.00	20116677.00
1942.00	17225136.00
1943.00	13731401.00
1944.00	15369422.00
1945.00	14140528.00
1946.00	11095455.00
1947.00	16439485.00
1948.00	15139293.00
1949.00	16933581.00
1950.00	13140416.00
1951.00	12505894.00
1952.00	20805422.00
1953.00	11165419.00
1954.00	8496102.00
1955.00	9413908.00
1956.00	11426874.00
1957.00	21500963.00
1958.00	15862511.00
1959.00	9598169.00
1960.00	11524160.00
1961.00	10010259.00
1962.00	17377609.00
1963.00	8840900.00
1964.00	10863586.00
1965.00	19875027.00
1966.00	10679844.00
1967.00	11670830.00
1968.00	13739932.00
1969.00	15272159.00
1970.00	15344136.00
1971.00	15460937.00
1972.00	13164113.00
1973.00	18689631.00
1974.00	13326186.00
1975.00	17049900.00
1976.00	11237243.00
1977.00	5442594.00
1978.00	15349282.00
1979.00	17949704.00
1980.00	17859870.00
1981.00	8945821.00
1982.00	17530168.00
1983.00	24426364.00
1984.00	25425589.00
1985.00	20949255.00
1986.00	23186994.00
1987.00	15579643.00
1988.00	11441432.00
1989.00	10014716.00
1990.00	9552734.00
1991.00	12244227.00
1992.00	10882473.00
1993.00	18418331.00
1994.00	10600077.00
1995.00	20425481.00
1996.00	14579893.00
1997.00	21757981.00
1998.00	16801919.00
1999.00	16215915.00
2000.00	10859657.00
2001.00	10851799.00
2002.00	6270823.00
2003.00	10542488.00
2004.00	9868706.00
2005.00	16956425.00
2006.00	12945324.00
2007.00	11494083.00
2008.00	16376996.00
